[33mWARN[0m[2023-12-14 05:51:20] not enable search                            
[GIN] 2023/12/14 - 06:17:09 | 200 |    5.327757ms |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:17:09 | 200 |   46.413408ms |   50.93.208.232 | GET      "/assets/File.35706d86.js"
[GIN] 2023/12/14 - 06:17:09 | 200 |     187.491µs |   50.93.208.232 | GET      "/assets/html.6030b46e.js"
[GIN] 2023/12/14 - 06:17:09 | 200 |     451.368µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505829633"
[GIN] 2023/12/14 - 06:17:11 | 200 |     638.707µs |   50.93.208.232 | GET      "/assets/text-editor.bc98e3a2.js"
[GIN] 2023/12/14 - 06:17:11 | 200 |     492.046µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505831795"
[GIN] 2023/12/14 - 06:17:38 | 200 |    4.311931ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:17:40 | 200 |    1.431472ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:18:04 | 200 |    2.691213ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:18:04 | 200 |      937.76µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:18:05 | 200 |    3.854758ms |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:18:07 | 200 |    1.605207ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:18:13 | 200 |    1.026203ms |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:18:15 | 200 |    3.186939ms |   50.93.208.232 | GET      "/api/admin/setting/list?group=1"
[GIN] 2023/12/14 - 06:18:16 | 200 |     396.205µs |   50.93.208.232 | GET      "/api/admin/setting/list?group=2"
[GIN] 2023/12/14 - 06:18:16 | 200 |     496.127µs |   50.93.208.232 | GET      "/api/admin/setting/list?group=3"
[GIN] 2023/12/14 - 06:18:21 | 200 |   19.559938ms |   50.93.208.232 | POST     "/api/admin/setting/save"
[GIN] 2023/12/14 - 06:18:25 | 200 |     903.308µs |   50.93.208.232 | GET      "/api/admin/setting/list?group=2"
[GIN] 2023/12/14 - 06:18:25 | 200 |    1.424333ms |   50.93.208.232 | GET      "/api/admin/setting/list?group=1"
[GIN] 2023/12/14 - 06:18:26 | 200 |     213.676µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:18:26 | 200 |      91.618µs |   50.93.208.232 | GET      "/api/public/offline_download_tools"
[GIN] 2023/12/14 - 06:18:26 | 200 |    2.548255ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:18:27 | 200 |     694.185µs |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:18:29 | 200 |     664.722µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:18:30 | 200 |     228.554µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage"
[GIN] 2023/12/14 - 06:18:30 | 200 |    1.127165ms |   50.93.208.232 | GET      "/api/public/settings"
[GIN] 2023/12/14 - 06:18:30 | 200 |     245.139µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:18:30 | 200 |     681.039µs |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:18:30 | 200 |      26.218µs |   50.93.208.232 | GET      "/api/public/offline_download_tools"
[GIN] 2023/12/14 - 06:18:30 | 200 |     703.213µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:18:31 | 200 |    1.297186ms |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:18:34 | 200 |    1.255882ms |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:18:37 | 200 |     560.182µs |   50.93.208.232 | GET      "/api/admin/setting/list?group=2"
[GIN] 2023/12/14 - 06:18:38 | 200 |     418.013µs |   50.93.208.232 | GET      "/api/admin/setting/list?group=1"
[GIN] 2023/12/14 - 06:18:38 | 200 |    1.681119ms |   50.93.208.232 | GET      "/api/admin/setting/list?group=3"
[GIN] 2023/12/14 - 06:18:46 | 200 |   10.733558ms |   50.93.208.232 | POST     "/api/admin/setting/save"
[GIN] 2023/12/14 - 06:18:47 | 200 |    2.163902ms |   50.93.208.232 | GET      "/api/admin/setting/list?group=1"
[GIN] 2023/12/14 - 06:18:47 | 200 |    1.150149ms |   50.93.208.232 | GET      "/api/admin/setting/list?group=2"
[GIN] 2023/12/14 - 06:18:48 | 200 |     505.864µs |   50.93.208.232 | GET      "/api/me"
[GIN] 2023/12/14 - 06:18:48 | 200 |     152.952µs |   50.93.208.232 | GET      "/api/public/offline_download_tools"
[GIN] 2023/12/14 - 06:18:48 | 200 |     3.28494ms |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:18:48 | 200 |     545.604µs |   50.93.208.232 | GET      "/assets/markdown.963b0074.js"
[GIN] 2023/12/14 - 06:18:48 | 200 |      389.18µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/style.css?alist_ts=1702505928403"
[GIN] 2023/12/14 - 06:18:50 | 200 |     290.537µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/style.css?alist_ts=1702505930524"
[GIN] 2023/12/14 - 06:18:52 | 200 |    1.754557ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:18:53 | 200 |     968.515µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:19:03 | 200 |    1.304638ms |   50.93.208.232 | GET      "/assets/Upload.b40fc1e7.js"
[GIN] 2023/12/14 - 06:19:05 | 200 |   149.36445ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:19:05 | 200 |    1.367031ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:19:11 | 200 |    2.470944ms |   50.93.208.232 | POST     "/api/fs/rename"
[GIN] 2023/12/14 - 06:19:11 | 200 |     894.311µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:19:12 | 200 |     675.287µs |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:19:12 | 200 |      402.52µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505952942"
[GIN] 2023/12/14 - 06:19:13 | 200 |     173.844µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage/main.jpg"
[GIN] 2023/12/14 - 06:19:13 | 200 |      73.941µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage/style.css"
[GIN] 2023/12/14 - 06:19:14 | 200 |     451.441µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505954792"
[GIN] 2023/12/14 - 06:19:18 | 200 |    1.223099ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:19:19 | 200 |     556.507µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:19:22 | 200 |       887.7µs |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:19:22 | 200 |       478.2µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505962660"
[GIN] 2023/12/14 - 06:19:22 | 200 |      135.58µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage/style.css"
[GIN] 2023/12/14 - 06:19:22 | 200 |     329.193µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage/main.jpg"
[GIN] 2023/12/14 - 06:19:24 | 200 |     870.711µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505964565"
[GIN] 2023/12/14 - 06:19:29 | 200 |    2.365821ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:19:29 | 200 |     993.925µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:19:31 | 200 |     835.831µs |   50.93.208.232 | POST     "/api/fs/get"
[GIN] 2023/12/14 - 06:19:31 | 200 |     484.315µs |   50.93.208.232 | GET      "/p/opt/Goffice/MainPage/index.html?alist_ts=1702505971154"
[GIN] 2023/12/14 - 06:19:31 | 200 |     215.345µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage/main.png"
[GIN] 2023/12/14 - 06:19:31 | 200 |     155.253µs |   50.93.208.232 | GET      "/opt/Goffice/MainPage/style.css"
[GIN] 2023/12/14 - 06:19:32 | 200 |     738.755µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:28:02 | 200 |    3.167733ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:28:07 | 200 |    1.779515ms |   50.93.208.232 | POST     "/api/fs/mkdir"
[GIN] 2023/12/14 - 06:28:07 | 200 |     737.633µs |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:28:08 | 200 |    2.146232ms |   50.93.208.232 | POST     "/api/fs/list"
[GIN] 2023/12/14 - 06:28:56 | 200 |   10.135339ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |    1.191444ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |      539.67µs |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |    2.162625ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |   29.209976ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |   47.207352ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |     9.99617ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |    1.139996ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |   27.188428ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |   74.676571ms |   50.93.208.232 | PUT      "/api/fs/put"
[GIN] 2023/12/14 - 06:28:56 | 200 |    3.123932ms |   50.93.208.232 | PUT      "/api/fs/put"
